id	original_sentence	auxiliary_sentence	label_id	label
388	this little place has a cute interior decor and affordable city prices.	food	4	none
388	this little place has a cute interior decor and affordable city prices.	ambience	0	positive
388	this little place has a cute interior decor and affordable city prices.	service	4	none
39	When we were finally seated our waitress came by twice-1 for our order and 2-for our check.	price	4	none
39	When we were finally seated our waitress came by twice-1 for our order and 2-for our check.	anecdotes	2	negative
39	When we were finally seated our waitress came by twice-1 for our order and 2-for our check.	food	4	none
39	When we were finally seated our waitress came by twice-1 for our order and 2-for our check.	ambience	4	none
39	When we were finally seated our waitress came by twice-1 for our order and 2-for our check.	service	2	negative
390	i would just ask for no oil next time.	price	4	none
390	i would just ask for no oil next time.	anecdotes	1	neutral
390	i would just ask for no oil next time.	food	4	none
390	i would just ask for no oil next time.	ambience	4	none
390	i would just ask for no oil next time.	service	4	none
391	I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.	price	4	none
391	I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.	anecdotes	1	neutral
391	I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.	food	4	none
391	I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.	ambience	4	none
391	I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.	service	4	none
394	Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.	price	4	none
394	Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.	anecdotes	4	none
394	Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.	food	1	neutral
394	Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.	ambience	4	none
394	Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.	service	4	none
395	The sake menu should not be overlooked!	price	4	none
395	The sake menu should not be overlooked!	anecdotes	4	none
395	The sake menu should not be overlooked!	food	0	positive
395	The sake menu should not be overlooked!	ambience	4	none
395	The sake menu should not be overlooked!	service	4	none
396	All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.	price	4	none
396	All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.	anecdotes	0	positive
396	All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.	food	4	none
396	All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.	ambience	4	none
396	All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.	service	4	none
397	Try the lobster teriyaki and the rose special roll.	price	4	none
397	Try the lobster teriyaki and the rose special roll.	anecdotes	4	none
397	Try the lobster teriyaki and the rose special roll.	food	0	positive
397	Try the lobster teriyaki and the rose special roll.	ambience	4	none
397	Try the lobster teriyaki and the rose special roll.	service	4	none
4	Great for groups, great for a date, great for early brunch or a nightcap.	price	4	none
4	Great for groups, great for a date, great for early brunch or a nightcap.	anecdotes	4	none
4	Great for groups, great for a date, great for early brunch or a nightcap.	food	4	none
4	Great for groups, great for a date, great for early brunch or a nightcap.	ambience	0	positive
4	Great for groups, great for a date, great for early brunch or a nightcap.	service	4	none
40	My turkey burger was not cooked at all, my friends salmon was completely raw.	price	4	none
40	My turkey burger was not cooked at all, my friends salmon was completely raw.	anecdotes	4	none
40	My turkey burger was not cooked at all, my friends salmon was completely raw.	food	2	negative
40	My turkey burger was not cooked at all, my friends salmon was completely raw.	ambience	4	none
40	My turkey burger was not cooked at all, my friends salmon was completely raw.	service	4	none
400	If you're in town, it's worth searching for another place.	price	4	none
400	If you're in town, it's worth searching for another place.	anecdotes	2	negative
400	If you're in town, it's worth searching for another place.	food	4	none
400	If you're in town, it's worth searching for another place.	ambience	4	none
400	If you're in town, it's worth searching for another place.	service	4	none
401	The service, however, was a bright flower in a garden.	price	4	none
401	The service, however, was a bright flower in a garden.	anecdotes	4	none
401	The service, however, was a bright flower in a garden.	food	4	none
401	The service, however, was a bright flower in a garden.	ambience	4	none
401	The service, however, was a bright flower in a garden.	service	0	positive
402	I wasn't there for the Half-Price Saturday Night Special, but Tuesday Night.	price	4	none
402	I wasn't there for the Half-Price Saturday Night Special, but Tuesday Night.	anecdotes	1	neutral
402	I wasn't there for the Half-Price Saturday Night Special, but Tuesday Night.	food	4	none
402	I wasn't there for the Half-Price Saturday Night Special, but Tuesday Night.	ambience	4	none
402	I wasn't there for the Half-Price Saturday Night Special, but Tuesday Night.	service	4	none
403	Perhaps it was an off night, but it was suprisingly average for a 9.3 rating.	price	4	none
403	Perhaps it was an off night, but it was suprisingly average for a 9.3 rating.	anecdotes	2	negative
403	Perhaps it was an off night, but it was suprisingly average for a 9.3 rating.	food	4	none
403	Perhaps it was an off night, but it was suprisingly average for a 9.3 rating.	ambience	4	none
403	Perhaps it was an off night, but it was suprisingly average for a 9.3 rating.	service	4	none
404	This is the first time Citysearch did't call it right.	price	4	none
404	This is the first time Citysearch did't call it right.	anecdotes	1	neutral
404	This is the first time Citysearch did't call it right.	food	4	none
404	This is the first time Citysearch did't call it right.	ambience	4	none
404	This is the first time Citysearch did't call it right.	service	4	none
405	I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.	price	4	none
405	I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.	anecdotes	4	none
405	I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.	food	0	positive
405	I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.	ambience	4	none
